country,date,sentiment_score,news_volume
China,2023-01-01,0.07692096774193548,128391.0
China,2023-02-01,0.11572857142857143,134699.73214285713
China,2023-03-01,0.127481,123462.25
China,2023-04-01,0.04887933333333334,81555.93333333333
China,2023-05-01,0.09194870967741936,92505.41935483871
China,2023-06-01,0.14644833333333332,89899.45
China,2023-07-01,0.10742806451612903,82036.45161290323
China,2023-08-01,0.14034193548387097,82793.80645161291
China,2023-09-01,0.1880986666666667,84508.73333333334
China,2023-10-01,0.16082032258064516,73003.70967741935
China,2023-11-01,0.23756166666666667,78460.86666666667
China,2023-12-01,0.2391941935483871,77603.90322580645
China,2024-01-01,0.16562451612903226,73270.19354838709
China,2024-02-01,0.14428655172413793,83552.43103448275
China,2024-03-01,0.23960387096774194,84881.69354838709
China,2024-04-01,0.16327066666666668,87040.35
China,2024-05-01,0.17790612903225805,78679.7258064516
China,2024-06-01,0.17224433333333333,85978.8
China,2024-07-01,0.23385935483870968,83482.16129032258
China,2024-08-01,0.1964574193548387,77357.0
China,2024-09-01,0.17150433333333334,86920.26666666666
China,2024-10-01,0.15266645161290324,80756.40322580645
Finland,2023-01-01,-0.04076645161290322,127999.74193548386
Finland,2023-02-01,-0.044567857142857145,134236.35714285713
Finland,2023-03-01,0.0029056666666666692,123094.58333333333
Finland,2023-04-01,0.005198666666666665,81418.96666666666
Finland,2023-05-01,0.07391129032258065,92273.6129032258
Finland,2023-06-01,0.07025733333333334,89694.1
Finland,2023-07-01,0.02225225806451613,81839.25806451614
Finland,2023-08-01,0.09327225806451614,82586.19354838709
Finland,2023-09-01,0.10782666666666667,84306.96666666666
Finland,2023-10-01,0.08986580645161289,72855.96774193548
Finland,2023-11-01,0.20986833333333335,78235.2
Finland,2023-12-01,0.09187483870967741,77387.59677419355
Finland,2024-01-01,0.030513225806451612,73116.98387096774
Finland,2024-02-01,0.07060896551724138,83419.3275862069
Finland,2024-03-01,0.12658870967741934,84678.17741935483
Finland,2024-04-01,0.073059,86846.08333333333
Finland,2024-05-01,0.06163612903225806,78511.06451612903
Finland,2024-06-01,0.077069,85811.81666666667
Finland,2024-07-01,0.08906870967741934,83302.14516129032
Finland,2024-08-01,0.08857064516129033,77202.91935483871
Finland,2024-09-01,0.037440999999999995,86738.1
Finland,2024-10-01,0.09027129032258065,80616.04838709677
France,2023-01-01,-0.011565806451612905,128057.03225806452
France,2023-02-01,-0.0054035714285714295,134305.94642857142
France,2023-03-01,0.056836,123169.98333333334
France,2023-04-01,0.056868,81449.38333333333
France,2023-05-01,-0.03403870967741936,92308.58064516129
France,2023-06-01,0.056158,89724.78333333334
France,2023-07-01,0.035417096774193545,81869.98387096774
France,2023-08-01,0.056545161290322575,82617.45161290323
France,2023-09-01,0.08990366666666666,84329.36666666667
France,2023-10-01,0.08943903225806452,72871.75806451614
France,2023-11-01,0.15242733333333333,78251.15
France,2023-12-01,0.09014129032258064,77410.67741935483
France,2024-01-01,0.058,73133.70967741935
France,2024-02-01,0.05514724137931035,83434.06896551725
France,2024-03-01,0.11054387096774193,84697.17741935483
France,2024-04-01,0.09124833333333333,86866.11666666667
France,2024-05-01,0.14611129032258063,78533.3870967742
France,2024-06-01,0.059277,85831.36666666667
France,2024-07-01,0.055833548387096775,83316.08064516129
France,2024-08-01,0.15286129032258064,77213.35483870968
France,2024-09-01,0.08715999999999999,86753.95
France,2024-10-01,0.04328032258064516,80629.79032258065
Germany,2023-01-01,0.023799677419354837,128116.96774193548
Germany,2023-02-01,0.021154285714285712,134373.2857142857
Germany,2023-03-01,0.08614833333333333,123215.8
Germany,2023-04-01,0.06726966666666666,81465.76666666666
Germany,2023-05-01,0.024576774193548385,92334.58064516129
Germany,2023-06-01,0.076187,89748.83333333333
Germany,2023-07-01,0.039948709677419356,81893.51612903226
Germany,2023-08-01,0.06241,82641.5
Germany,2023-09-01,0.12465799999999999,84354.43333333333
Germany,2023-10-01,0.10883612903225806,72893.74193548386
Germany,2023-11-01,0.20311733333333332,78274.05
Germany,2023-12-01,0.12168999999999999,77426.40322580645
Germany,2024-01-01,0.04608967741935484,73153.82258064517
Germany,2024-02-01,0.06877724137931035,83452.3448275862
Germany,2024-03-01,0.11295451612903225,84729.17741935483
Germany,2024-04-01,0.10528066666666666,86893.71666666666
Germany,2024-05-01,0.09609870967741936,78550.40322580645
Germany,2024-06-01,0.08012599999999999,85852.01666666666
Germany,2024-07-01,0.10983322580645162,83332.43548387097
Germany,2024-08-01,0.11547806451612903,77228.91935483871
Germany,2024-09-01,0.10237800000000001,86774.21666666666
Germany,2024-10-01,0.03572193548387097,80646.66129032258
India,2023-01-01,0.03322806451612904,128090.59677419355
India,2023-02-01,0.025862857142857142,134356.73214285713
India,2023-03-01,0.070019,123217.1
India,2023-04-01,0.07988233333333333,81471.01666666666
India,2023-05-01,0.03910612903225807,92340.79032258065
India,2023-06-01,0.074905,89759.78333333334
India,2023-07-01,0.07120387096774194,81898.12903225806
India,2023-08-01,0.0670274193548387,82651.48387096774
India,2023-09-01,0.08046366666666667,84361.16666666667
India,2023-10-01,0.13534387096774195,72893.29032258065
India,2023-11-01,0.12752833333333333,78275.46666666666
India,2023-12-01,0.09472612903225806,77423.14516129032
India,2024-01-01,0.0579241935483871,73149.17741935483
India,2024-02-01,0.1137693103448276,83450.63793103448
India,2024-03-01,0.08831548387096774,84716.93548387097
India,2024-04-01,0.08435333333333334,86884.46666666666
India,2024-05-01,0.12639612903225805,78539.58064516129
India,2024-06-01,0.10694766666666666,85841.13333333333
India,2024-07-01,0.12407451612903225,83334.93548387097
India,2024-08-01,0.1148958064516129,77230.80645161291
India,2024-09-01,0.140127,86775.93333333333
India,2024-10-01,0.12021096774193549,80647.69354838709
Italy,2023-01-01,0.019553225806451614,128035.29032258065
Italy,2023-02-01,0.029552500000000002,134281.01785714287
Italy,2023-03-01,0.078304,123157.31666666667
Italy,2023-04-01,0.09709833333333333,81435.83333333333
Italy,2023-05-01,-0.0012567741935483857,92299.24193548386
Italy,2023-06-01,0.06758266666666667,89710.55
Italy,2023-07-01,0.04415548387096774,81859.14516129032
Italy,2023-08-01,0.10445967741935483,82605.14516129032
Italy,2023-09-01,0.13955966666666667,84322.91666666667
Italy,2023-10-01,0.10397645161290323,72868.12903225806
Italy,2023-11-01,0.19030233333333332,78243.93333333333
Italy,2023-12-01,0.09314387096774193,77401.69354838709
Italy,2024-01-01,0.09193806451612904,73128.08064516129
Italy,2024-02-01,0.11528275862068965,83430.89655172414
Italy,2024-03-01,0.11523870967741935,84692.25806451614
Italy,2024-04-01,0.10815666666666666,86859.66666666667
Italy,2024-05-01,0.13192161290322582,78523.7258064516
Italy,2024-06-01,0.06570733333333333,85823.83333333333
Italy,2024-07-01,0.12220870967741934,83313.37096774194
Italy,2024-08-01,0.1271706451612903,77211.45161290323
Italy,2024-09-01,0.09677833333333334,86750.55
Italy,2024-10-01,0.0859325806451613,80625.74193548386
USA,2023-01-01,-0.007948064516129028,127993.54838709677
USA,2023-02-01,-0.07315857142857142,134230.85714285713
USA,2023-03-01,-0.003579333333333338,123095.25
USA,2023-04-01,0.06263966666666666,81418.1
USA,2023-05-01,-0.004600000000000003,92272.93548387097
USA,2023-06-01,-0.002687999999999992,89694.93333333333
USA,2023-07-01,0.02356806451612903,81840.33870967742
USA,2023-08-01,0.017310322580645156,82585.48387096774
USA,2023-09-01,-0.112954,84307.26666666666
USA,2023-10-01,-0.013127419354838707,72853.3870967742
USA,2023-11-01,0.13384433333333332,78230.23333333334
USA,2023-12-01,-0.021953548387096775,77386.8870967742
USA,2024-01-01,-0.08772903225806451,73115.98387096774
USA,2024-02-01,0.01006,83417.0172413793
USA,2024-03-01,-0.04618161290322581,84677.87096774194
USA,2024-04-01,-0.08297166666666668,86846.65
USA,2024-05-01,-0.010394838709677423,78511.19354838709
USA,2024-06-01,-0.09246433333333333,85810.6
USA,2024-07-01,0.052913548387096776,83299.8870967742
USA,2024-08-01,-0.0714283870967742,77201.6129032258
USA,2024-09-01,-0.07284299999999999,86739.36666666667
USA,2024-10-01,-0.11715870967741936,80615.19354838709
